"STATION","NAME","DATE","ACMC","ACMH","ACSC","ACSH","AWND","FMTM","PGTM","PRCP","PSUN","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF1","WDF2","WDF5","WDFG","WESD","WSF1","WSF2","WSF5","WSFG","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT10","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT21","WT22","WV03"
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1984-04-02",,"   70",,"   80","5.82"," 2150"," 2149","0.00",,"0.0","0.0",,"60","27","  674","   70",,,"   90",,"16.1",,,"20.8",,,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1984-04-03",,"  100",,"  100","12.53"," 0851"," 0705","0.27",,"0.0","0.0",,"50","44","    0","  110",,,"   90",,"19.9",,,"26.4","    1","    1",,,,,,,,,,,"    1",,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1984-04-04",,"  100",,"  100","9.17"," 1151"," 1032","0.55",,"0.0","0.0",,"59","45","   74","   90",,,"   90",,"15.0",,,"20.8","    1","    1",,,,,,,,,,,,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1984-04-05",,"  100",,"  100","13.20"," 1951"," 1853","0.41",,"0.0","0.0",,"49","41","    0","  300",,,"  270",,"21.9",,,"39.1","    1",,,,,,,,,,,,,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1984-04-06",,"   70",,"   80","13.87"," 1450"," 1052","0.00",,"0.0","0.0",,"48","34","  296","  310",,,"  315",,"21.0",,,"28.9",,,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1984-04-07",,"   30",,"   30","7.83"," 1050"," 1328","0.00",,"0.0","0.0",,"58","29","  734","  360",,,"  315",,"13.0",,,"18.3",,,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1984-04-08",,"  100",,"  100","11.63"," 1650"," 1624","0.00",,"0.0","0.0",,"55","38","   74","   80",,,"   90",,"19.9",,,"25.3",,,,,,,,,,,,,,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1984-04-09",,"  100",,"  100","9.40"," 1150"," 1122","0.09",,"0.0","0.0",,"53","44","   50","  120",,,"  135",,"16.1",,,"25.3",,,,,,,,,,,,,,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1984-04-10",,"   50",,"   50","10.07"," 1050"," 1403","0.00",,"0.0","0.0",,"64","45","  579","   60",,,"   45",,"16.1",,,"20.8",,,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1984-04-11",,"   20",,"   40","7.38"," 2351"," 0049","0.00",,"0.0","0.0",,"66","34","  765","   60",,,"   45",,"13.0",,,"15.0",,,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1984-04-12",,"   80",,"  100","9.17"," 2039"," 1401","0.37",,"0.0","0.0",,"69","39","  514","  300",,,"  180",,"17.9",,,"27.5",,,,,,,,,,,,,,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1984-04-13",,"   50",,"   60","9.84"," 1350"," 1618","0.00",,"0.0","0.0",,"69","45","  663","  220",,,"  225",,"19.9",,,"30.0","    1","    1",,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1984-04-14",,"   70",,"   70","8.50"," 1052"," 1431","0.16",,"0.0","0.0",,"67","45","  445","  210",,,"  180",,"15.0",,,"27.5",,,"    1",,,,,,,,,,,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1984-04-15",,"   90",,"  100","8.95"," 1552"," 1502","0.07",,"0.0","0.0",,"57","41","  205","  220",,,"  180",,"17.0",,,"23.0",,,,,,,,,,,,,,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1984-04-16",,"  100",,"  100","6.04"," 1137"," 0434","0.30",,"0.0","0.0",,"49","43","    0","  270",,,"  270",,"10.1",,,"15.0","    1",,,,,,,,,,,,"    1",,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1984-04-17",,"  100",,"  100","10.29"," 0246"," 1741","0.08",,"0.0","0.0",,"47","38","    0","  320",,,"  270",,"16.1",,,"25.3","    1",,,,,,,,,,,,"    1",,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1984-04-18",,"  100",,"  100","6.93"," 0152"," 0137","0.13",,"0.0","0.0",,"42","35","    0","  300",,,"  315",,"12.1",,,"18.3",,,,,,,,,,,,,"    1",,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1984-04-19",,"   90",,"  100","2.91"," 1350"," 1334","0.03",,"0.0","0.0",,"50","32","  159","   20",,,"  360",,"6.0",,,"12.8",,,,,,,,,,,,,,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1984-04-20",,"   70",,"   70","5.82"," 1750"," 1420","0.00",,"0.0","0.0",,"58","29","  432","   70",,,"   45",,"12.1",,,"17.2","    1","    1",,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1984-04-21",,"  100",,"  100","8.95"," 1350"," 1322","1.10",,"0.0","0.0",,"52","45","    0","  110",,,"   90",,"17.0",,,"28.9","    1",,,,,,,,,,,,,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1984-04-22",,"   90",,"   90","14.99"," 0252"," 0308","0.77",,"0.0","0.0",,"73","45","  143","   90",,,"   90",,"25.9",,,"39.1","    1",,"    1",,,,,,,,,,,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1984-04-23",,"  100",,"  100","7.38"," 1833"," 1828","0.48",,"0.0","0.0",,"54","41","    0","  280",,,"  270",,"14.1",,,"20.8","    1",,,,,,,,,,,,,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1984-04-24",,"   70",,"   90","5.59"," 1352"," 1134","0.00",,"0.0","0.0",,"55","40","  203","  270",,,"  225",,"8.9",,,"16.1",,,,,,,,,,,,,"    1",,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1984-04-25",,"   20",,"   20","5.37"," 2050"," 1256","0.00",,"0.0","0.0",,"77","37","  673","  120",,,"  180",,"8.9",,,"17.2","    1",,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1984-04-26",,"   30",,"   20","8.95"," 1352"," 1342","0.00",,"0.0","0.0",,"82","56","  675","  170",,,"  180",,"17.9",,,"26.4",,,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1984-04-27",,"   80",,"  100","9.17"," 0952"," 1023","0.00",,"0.0","0.0",,"78","61","  299","  170",,,"  180",,"15.0",,,"24.2",,,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1984-04-28",,"   60",,"   70","7.16"," 0650"," 0623","0.00",,"0.0","0.0",,"77","58","  429","  330",,,"  315",,"15.0",,,"28.9",,,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1984-04-29",,"   90",,"   90","14.09"," 2350"," 2344","0.00",,"0.0","0.0",,"76","55","  162","  170",,,"  180",,"28.0",,,"47.2",,,,,,,,,,,,,,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1984-04-30",,"   30",,"   20","19.91"," 0324"," 0318","0.07",,"0.0","0.0",,"71","44","  687","  200",,,"  180",,"38.9",,,"57.5",,,"    1",,,,,"    1",,,,,,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1984-05-01",,"   20",,"   30","10.96"," 1350"," 1407","0.00",,"0.0","0.0",,"66","36","  735","  300",,,"  315",,"17.9",,,"28.9",,,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1984-05-02",,"   90",,"  100","9.17"," 1450"," 1411","0.00",,"0.0","0.0",,"66","45","  345","  170",,,"  135",,"16.1",,,"23.0",,,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1984-05-03",,"  100",,"  100","7.83"," 1514"," 1457","0.90",,"0.0","0.0",,"58","48","    1","  310",,,"  315",,"13.0",,,"17.2","    1",,,,,,,,,,,,"    1",,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1984-05-04",,"  100",,"  100","7.61"," 1605"," 1654","0.25",,"0.0","0.0",,"56","47","    5","  300",,,"  315",,"15.0",,,"19.5","    1",,,,,,,,,,,,"    1",,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1984-05-05",,"   90",,"  100","7.83"," 1550"," 0928","0.00",,"0.0","0.0",,"69","42","  226","  260",,,"  180",,"14.1",,,"21.9","    1",,,,,,,"    1",,,,,,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1984-05-06",,"  100",,"  100","7.16"," 2042"," 2041","0.22",,"0.0","0.0",,"63","52","   18","  110",,,"   90",,"25.1",,,"33.3","    1",,,,,,,"    1",,,,,,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1984-05-07",,"  100",,"  100","5.59"," 1714"," 1712","0.17",,"0.0","0.0",,"68","58","    4","  140",,,"  135",,"23.9",,,"31.1","    1",,"    1",,,,,,,,,,"    1",,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1984-05-08",,"   80",,"   80","12.30"," 1151"," 1518","0.37",,"0.0","0.0",,"61","43","  172","  290",,,"  270",,"19.9",,,"28.9","    1",,,,,,,,,,,,"    1",,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1984-05-09",,"   70",,"  100","9.62"," 1152"," 1100","0.00",,"0.0","0.0",,"52","39","    7","  260",,,"  270",,"17.9",,,"25.3",,,,,,,,,,,,,,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1984-05-10",,"   50",,"   60","7.16"," 1251"," 1327","0.00",,"0.0","0.0",,"68","36","  627","  170",,,"  225",,"14.1",,,"18.3",,,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1984-05-11",,"   90",,"  100","11.86"," 1352"," 1129","0.00",,"0.0","0.0",,"78","58","  424","  200",,,"  225",,"17.9",,,"31.1",,,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1984-05-12",,"   70",,"   60","8.72"," 1251"," 1317","0.12",,"0.0","0.0",,"75","50","  751","  310",,,"  315",,"17.9",,,"26.4","    1",,,,,,,"    1",,,,,,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1984-05-13",,"   70",,"   90","6.93"," 1653"," 1413","0.12",,"0.0","0.0",,"67","45","  175","  270",,,"  225",,"15.0",,,"24.2",,,"    1",,,,,,,,,,,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1984-05-14",,"   50",,"   60","7.61"," 0451"," 1446","0.00",,"0.0","0.0",,"63","42","  442","  350",,,"  315",,"13.0",,,"18.3","    1",,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1984-05-15",,"    0",,"    0","7.61"," 1252"," 1342","0.00",,"0.0","0.0",,"65","37","  859","  360",,,"  315",,"15.0",,,"24.2",,,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1984-05-16",,"   30",,"   50","6.71"," 1150"," 1424","0.00",,"0.0","0.0",,"65","39","  861","   40",,,"  360",,"12.1",,,"16.1",,,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1984-05-17",,"   20",,"   30","3.80"," 0252"," 0255","0.00",,"0.0","0.0",,"71","40","  854","   60",,,"   45",,"12.1",,,"13.9",,,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1984-05-18",,"   30",,"   50","8.50"," 1652"," 1644","0.00",,"0.0","0.0",,"80","48","  766","  240",,,"  225",,"14.1",,,"18.3",,,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1984-05-19",,"   20",,"   30","10.07"," 1350"," 1316","0.00",,"0.0","0.0",,"84","55","  774","  240",,,"  225",,"17.0",,,"21.9",,,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1984-05-20",,"   90",,"  100","8.50"," 1250"," 1137","0.00",,"0.0","0.0",,"80","62","  292","  240",,,"  225",,"19.9",,,"23.0",,,,,,,,"    1",,,,,,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1984-05-21",,"   80",,"   80","7.83"," 1051"," 1038","0.02",,"0.0","0.0",,"82","62","  384","  200",,,"  180",,"14.1",,,"21.9",,,,,,,,,,,,,,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1984-05-22",,"   80",,"   90","9.84"," 1933"," 1934","0.28",,"0.0","0.0",,"83","66","  566","  260",,,"  270",,"23.9",,,"34.4",,,"    1",,,,,,,,,,,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1984-05-23",,"   40",,"   30","8.28"," 0836"," 1516","0.71",,"0.0","0.0",,"75","53","  720","  310",,,"  315",,"17.0",,,"27.5","    1",,"    1",,,,,,,,,,,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1984-05-24",,"   30",,"   20","5.14"," 1850"," 1526","0.00",,"0.0","0.0",,"76","47","  874","  180",,,"  225",,"10.1",,,"18.3",,,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1984-05-25",,"   80",,"  100","10.51"," 1151"," 1152","0.00",,"0.0","0.0",,"81","56","  566","  200",,,"  180",,"21.0",,,"30.0",,,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1984-05-26",,"   80",,"   80","6.71"," 0214"," 0212","0.92",,"0.0","0.0",,"75","60","  518","  300",,,"  315",,"23.0",,,"35.6",,,"    1",,,,,,,,,,,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1984-05-27",,"   90",,"   90","5.37"," 0950"," 0743","0.31",,"0.0","0.0",,"70","55","  316","   90",,,"   45",,"8.9",,,"19.5","    1",,,,,,,,,,,,,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1984-05-28",,"   90",,"   90","5.59"," 2351"," 1633","0.43",,"0.0","0.0",,"73","53","  101","  350",,,"  270",,"16.1",,,"31.1","    1","    1","    1",,,,,,,,,,"    1",,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1984-05-29",,"   90",,"   90","10.51"," 1250"," 1250","0.00",,"0.0","0.0",,"54","41","   64","  310",,,"  315",,"17.0",,,"20.8","    1",,,,,,,,,,,,"    1",,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1984-05-30",,"   20",,"   30","9.17"," 0850"," 1040","0.00",,"0.0","0.0",,"64","38","  622","  350",,,"  315",,"17.9",,,"23.0",,,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1984-05-31",,"   20",,"   30","7.38"," 1253"," 1231","0.00",,"0.0","0.0",,"74","37","  576","  330",,,"  315",,"17.0",,,"25.3",,,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1984-06-01",,"   40",,"   60","7.83"," 1551"," 1323","0.00",,"0.0","0.0",,"77","44","  380","  220",,,"  225",,"15.0",,,"21.9",,,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1984-06-02",,"   30",,"   50","9.62"," 1650"," 1708","0.00",,"0.0","0.0",,"84","55","  854","  250",,,"  270",,"16.1",,,"24.2",,,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1984-06-03",,"   30",,"   30","6.71"," 1150"," 1345","0.00",,"0.0","0.0",,"80","59","  724","   20",,,"  360",,"12.1",,,"18.3",,,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1984-06-04",,"   40",,"   50","6.49"," 1050"," 1227","0.00",,"0.0","0.0",,"83","53","  829","  140",,,"  135",,"13.0",,,"20.8",,,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1984-06-05",,"   60",,"   60","10.29"," 1350"," 1248","0.00",,"0.0","0.0",,"86","63","  738","  220",,,"  180",,"17.9",,,"24.2",,,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1984-06-06",,"   90",,"   90","10.74"," 1651"," 1556","0.00",,"0.0","0.0",,"86","67","  692","  200",,,"  225",,"15.0",,,"21.9",,,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1984-06-07",,"   70",,"   80","12.75"," 1451"," 1017","0.00",,"0.0","0.0",,"85","69","  493","  210",,,"  225",,"23.0",,,"26.4",,,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1984-06-08",,"   80",,"   90","14.76"," 1250"," 1309","0.00",,"0.0","0.0",,"89","69","  668","  190",,,"  180",,"23.9",,,"38.0",,,,,,,,"    1",,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1984-06-09",,"   20",,"   30","10.51"," 1452"," 1353","0.00",,"0.0","0.0",,"90","64","  834","  230",,,"  225",,"17.0",,,"26.4",,,,,,,,"    1",,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1984-06-10",,"   40",,"   50","10.51"," 1350"," 1324","0.00",,"0.0","0.0",,"90","65","  699","  200",,,"  180",,"17.0",,,"27.5",,,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1984-06-11",,"   60",,"   80","5.82"," 0751"," 0754","0.01",,"0.0","0.0",,"89","66","  684","   10",,,"  360",,"13.0",,,"16.1",,,"    1",,,,,"    1",,,,,,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1984-06-12",,"   10",,"   10","5.14"," 1251"," 1500","0.00",,"0.0","0.0",,"92","62","  827","  230",,,"  225",,"13.0",,,"16.1","    1",,,,,,,"    1",,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1984-06-13",,"   80",,"   90","8.50"," 2159"," 2148","0.13",,"0.0","0.0",,"93","68","  706","  310",,,"  315",,"28.0",,,"38.0","    1",,"    1",,,,,"    1",,,,,,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1984-06-14",,"   80",,"   90","6.49"," 1750"," 0007","0.00",,"0.0","0.0",,"87","65","  743","  340",,,"  180",,"10.1",,,"15.0","    1",,"    1",,,,,,,,,,,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1984-06-15",,"   30",,"   20","8.50"," 0615"," 0719","0.00",,"0.0","0.0",,"85","64","  803","   60",,,"   45",,"15.0",,,"18.3","    1",,,,,,,"    1",,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1984-06-16",,"   70",,"   70","7.38"," 1950"," 1918","0.00",,"0.0","0.0",,"87","66","  641","  180",,,"  135",,"12.1",,,"21.9",,,,,,,,"    1",,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1984-06-17",,"   80",,"   80","11.18"," 1552"," 1112","0.00",,"0.0","0.0",,"92","69","  804","  230",,,"  225",,"17.9",,,"25.3","    1",,,,,,,"    1",,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1984-06-18",,"   60",,"   60","12.53"," 1751"," 1821","0.40",,"0.0","0.0",,"93","70","  618","  270",,,"  225",,"23.0",,,"32.2",,,"    1",,,,,,,,,,,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1984-06-19",,"   50",,"   50","3.80"," 1652"," 1636","0.00",,"0.0","0.0",,"89","64","  694","  320",,,"  315",,"8.1",,,"12.8","    1",,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1984-06-20",,"   80",,"  100","4.92"," 1652"," 1630","0.91",,"0.0","0.0",,"86","65","  159","   30",,,"   45",,"19.9",,,"31.1","    1",,"    1",,,,,"    1",,,,,,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1984-06-21",,"   90",,"   90","7.38"," 1452"," 1301","0.00",,"0.0","0.0",,"86","63","  519","   50",,,"  360",,"10.1",,,"15.0","    1","    1",,,,,,"    1",,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1984-06-22",,"   90",,"   90","8.28"," 1823"," 1822","0.00",,"0.0","0.0",,"86","68","  388","  170",,,"  180",,"21.0",,,"28.9","    1",,,,,,,"    1",,,,,,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1984-06-23",,"   80",,"  100","6.93"," 1406"," 1405","0.39",,"0.0","0.0",,"85","66","  360","  260",,,"  270",,"21.0",,,"28.9","    1","    1","    1",,,,,"    1",,,,,,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1984-06-24",,"   40",,"   30","10.07"," 1150"," 0243","0.20",,"0.0","0.0",,"81","58","  658","  300",,,"  225",,"17.9",,,"25.3","    1",,"    1",,,,,"    1",,,,,,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1984-06-25",,"    0",,"    0","8.50"," 1452"," 1146","0.00",,"0.0","0.0",,"82","55","  895","  310",,,"  315",,"17.0",,,"23.0",,,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1984-06-26",,"   50",,"   60","5.14"," 1052"," 1112","0.00",,"0.0","0.0",,"83","50","  823","  240",,,"  225",,"12.1",,,"16.1",,,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1984-06-27",,"   90",,"  100","10.07"," 1452"," 1541","0.07",,"0.0","0.0",,"83","64","  249","  210",,,"  270",,"17.9",,,"32.2",,,"    1",,,,,,,,,,,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1984-06-28",,"   40",,"   50","3.80"," 1352"," 1210","0.00",,"0.0","0.0",,"85","58","  860","  280",,,"  225",,"8.9",,,"20.8",,,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1984-06-29",,"   50",,"   40","9.17"," 1052"," 1327","0.00",,"0.0","0.0",,"82","63","  668","   40",,,"  360",,"14.1",,,"19.5",,,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1984-06-30",,"   70",,"   80","8.50"," 0651"," 1218","0.00",,"0.0","0.0",,"79","61","  625","   10",,,"   45",,"14.1",,,"16.1",,,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1984-07-01",,"   60",,"   60","4.03"," 1451"," 1445","0.00",,"0.0","0.0",,"81","56","  658","  360",,,"  360",,"10.1",,,"16.1",,,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1984-07-02",,"   70",,"   80","4.92"," 1753"," 1321","0.00",,"0.0","0.0",,"87","60","  691","  300",,,"  225",,"12.1",,,"16.1",,,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","1984-07-03",,"   30",,"   20","8.50"," 1250"," 1607","0.00",,"0.0","0.0",,"88","61","  813","  210",,,"  225",,"14.1",,,"19.5",,,,,,,,"    1",,,,,,,"    1",,,,,,
